1: 人有人的玩法，狗有狗的玩法。狗玩游戏就是让富豪遛的。不想被遛狗就不要玩
1726: 老子，进去老说更新地址错误，我也是日了鬼了，连下4遍游戏了

1727: 怎么进不去啊

1728: 为什么进不去啊

1729: 你们有进去的吗咋进不去

1730: 为啥我进不去…什么意思…不让进不玩了…真吊人胃口

1731: 坐等新区，进不了

1732: 11点了，，进不去

1733: 闪退

1734: 为什么进不去

1735: 正在连接服务器...连着连着就没信了是什么意思？

1736: 根本进不去

1737: 无线上不了，3g上不了，这神马问题

1738: 上不去，什么意思，什么破服务器！你妹的！

1739: 总卡在进去游戏画面

1740: cnm进不去

1741: 星河怎么进不去，谁进去了

1742: 星河 开服了怎么进不去

1743: 11.11了为什么进不去，点击服务器，就是不进去

1744: 伤不起

1745: 登陆不上怎么办，正在连接就没反应了，我都等了一个多月了

1746: 为什么上不去

1747: 一直连不上的？

1748: 为什么登录了进不去求解

1749: 11点都进不去

1750: 嗯嗯，什么情况？？？

1751: 不是说好11点开服吗？怎么还是进不去？也没有个什么说法？这也太不负责任了吧，只想给他一星！！！

1752: 还是进不去。你能不跳票么

1753: 有进去的吗

1754: 11点了怎么还没来

1755: 不是说十一点开服么，怎么到现在还进不去

1756: 11点开服，现在过了10分钟了，怎么还上不了

1757: 进不去！坑爹

1758: 还进不去，怎么回事

1759: 百度的能玩了 360的为什么哈不开服

1760: 怎么还进不去啊？？

1761: y有进去的么  我咋进不去

1762: 妈的，全部灰灰，假的…

1763: 妈蛋，进不去，换游戏了

1764: 还是进不去啊

1765: 我擦，发表了两句居然爆满，无奈，求能进

1766: 尼玛进不去的

1767: 客服呢？

1768: 还是进不了，是想要的我差评？？？？

1769: 坑爹，不让进

1770: 崩溃了吗？？？

1771: 开始不了游戏

1772: 都几点了还不开

1773: 为啥还进不去

1774: 浪费我流量，说好的十一点呢

1775: 11点多了，什么玩意，没提示，怎么上不去，还开服呢，你大爷的

1776: 进不去，

1777: 11点，大区还是灰色的

1778: 11点过了，还没1开服？

1779: 十一点十分了，还是进不去

1780: 进不去什么情况，客服不给个说法吗？

1781: 妈的，还不开

1782: 为什么11点了还进不去？

1783: 客服都是吃屎的

1784: 竟然都进不去我就郁闷！对客服严重不满

1785: 十一点了啊，到底能不能玩啊

1786: 进不去去啊

1787: 系统坑了进不去啊

1788: 马上11点10分了，开发猪们，为毛一直连接不上？？？

1789: 尼玛开不开啊

1790: 还不开服草了

1791: 都11点了还连不上啊。

1792: 我操怎么进不去

1793: 进不去，别说时间没到，现在11点10分

1794: 10还不开，直接卸载

1795: 360老是搞些错误的开服时间

1796: 点进去  有加载包是否下载  按确定就卡住了  还不能退出去  我都扒了几次电池了  玩梦幻都没这情况

1797: 已经十一点十分了 我怎么还登不上去

1798: 都现在了，怎么还进不去

1799: 怎么进不去

1800: 11点还不开服，什么比情况？

1801: 无法选服，也进不去

1802: 登录不了

1803: 11点没服务器

1804: 这都11点18分了！还没开服！！！

1805: 你妹啊，十一点呢？还不开……

1806: MB都11-09还不开

1807: 11零几分了，为什么服务器是灰色的

1808: .说好的11点开服呢！？这TM都几点了！！！

1809: 都11点了，搞毛啊，不能玩别欺骗别人

1810: 11点了为什么还进不去啊

1811: 怎么还不开服啊！时间都过了

1812: 醉了，看来不是我自己上不去。。。

1813: 操   进不去。。。。

1814: 我还以为十一点开服呢，你什么时候开说清楚，让我空欢喜一场。

1815: 怎么没开服

1816: 说的不错开尼玛了，开服时间都不准玩尼玛去

1817: 为什么进不去

1818: 怎麼還沒開

1819: 怎么进不去

1820: 为什么连接不上去

1821: 奶奶的，11点多了还进不去

1822: 进不去挖。11点过了都进不去挖

1823: 不是11点开吗   怎么还没有开。

1824: 上不去，不守信！五星扣一星！

1825: 十一点了，还进不去

1826: 11点开服，为什么还是上不去？

1827: 都11点了，服务器还是灰色？

1828: 11点了怎么还没开服！

1829: 不是11点？？？

1830: 11点多了，怎么回事？开不开了

1831: 几点开服

1832: 草～进不去

1833: 现在还没有开服，到底几点开啊。不行大家都卸载吧

1834: 不是11点么。现在都几点了还不开

1835: 都11点了，还没开服，信誉呢？？！！

1836: 我操，现在还是进不去

1837: 不能玩不能玩，傻逼了吧。傻逼策划

1838: 现在已经11点多了。为什么还没开服？

1839: 还是进不去，太垃圾！

1840: 11点了还进不去。你们能进吗？

1841: 不是说十一点开么？为什么进不去  ？？？？

1842: 不是说今天11点开服么

1843: 说好的11点开服呢，怎么服务器是黑色的，进不去？

1844: 你妹的开服啊浪费时间

1845: 11点了 还没开服！什么情况？

1846: 几点开啊

1847: 就是，什么回事，还不开，封火连天，有人一起玩么

1848: 不是11:00开服吗？什么破游戏。

1849: 不是说好了的十一点吗？

1850: 十一点过七分了，怎么还不开，我擦

1851: 服务器连接？？？？

1852: 你11点开服嘛，一直灰的上不去。

1853: 看看现在几点了。。。。进不去玩个毛线

1854: 去你妈的垃圾玩意代金券活动了服务器灰色宣传你大爷

1855: 11点了还上不去？

1856: 骗人

1857: 为什么不能进啊

1858: 进不去

1859: 进不去啊，又播11点开

1860: NND进不去

1861: 全是灰色

1862: 你家的表有问题吗，都11点多了，为什么还不开服

1863: 开服了也登不了！

1864: 为什么进不去，浪费我时间

1865: 11点了，怎么还是进不去？

1866: 现在怎么还是进不去

1867: 不是11点开服吗？现在都还没开，什么意思？？

1868: 说好的11点开服，开你mb！！浪费老子时间！

1869: 十一点多了，为什么还是进不去？！

1870: 还不开啊你妹

1871: 到底几点开啊，11点多了，还是进不去

1872: 说好的11点呢

1873: 不是11点开服吗？解释一下为什么上不去

1874: 为森么还是维护状态

1875: 到底他妈几点开服？

1876: 到底几点开服

1877: 怎么开服了还进不去？

1878: 11点了，怎么还没开服啊

1879: 11点开，开玩笑吧，预约好了进不去

1880: 都11点了还进不去，啥情况，到底几点开

1881: 你妹的，时间到了还进不了。

1882: 几点开服

1883: 11点了，为什么还是灰的。

1884: 为什么11点了还进不去呢

1885: 十一点过了怎么进不去；放我们鸽子？

1886: 为毛11点开服进不去

1887: 说好11点开服 为什么上不去？

1888: 不是说十一点开服么？玛德进都进不去。搞鸡巴呢

1889: 都11点了，还进不去！！！！！！！！

1890: 进不去是几个意思

1891: 11:05还是上不去啊！

1892: 进不去啊  说好十一点开服

1893: 说好的11点开服呢╭(°A°`)╮

1894: 骗子，不是说11点吗

1895: 说好的11点开，为毛还是进不去呢

1896: 上不了

1897: 11点05了怎么服务器都是灰色的？

1898: 咋还在维护啊

1899: 都11点了，进不去啊

1900: 说好的11点呢。。。。

1901: 11点了，开服呀，等着呢

1902: 不能玩，都进不去

1903: 都过点了还不开服

1904: 进不去

1905: 进不去啊  什么原因

1906: 怎么进不去

1907: 进不去 求解

1908: 靠，不是十一点吗？怎么还进不去啊？难道我的时间走的太快了？

1909: 进不去。。，，，，，

1910: 哎，都没开服，又出牛批

1911: 为什么进不去啊？

1912: 几点开服？

1913: 11点了，还是里不去，求解释

1914: 为什么开服也还是灰色！！！

1915: 几点开服啊！都十一点了。

1916: 为啥进不去，死去吧，sb游戏

1917: 怎么进不去啊

1918: 为什么十一点开服，现在进不去呢？

1919: 什么时候能进去。11点多了。不是11点开服？？？

1920: 我曰上不去

1921: 给个准确时间，行不行

1922: 为什么进不去

1923: 11点了吧 服务器还灰色的 搞毛线啊 坑人

1924: 11.05了还进不去

1925: 11点了还进不去？

1926: 不是十一点吗  咋进不去啊？

1927: 尼玛什么垃圾，11点了进不去，干脆别说具体时间啊！

1928: 进不去

1929: 都11点了咋还不开服呀？

1930: 客服解释一下

1931: 怎么还进不去

1932: 什么时候开服啊

1933: 还不开服啊？

1934: 11点多了为啥还是上不去

1935: 给个开服时间

1936: 怎么还没开

1937: 垃圾

1938: 到点了，还上不去

1939: 为什么过了十一点还是进不去

1940: 开服了 还是进不去

1941: 到11点了，为什么连接不了服务器呢？

1942: 怎么还没开服吗

1943: 怎么没有开服。

1944: 进不去

1945: 你妈为什么进不去都几点了

1946: 要预约才能玩？

1947: 进不去呀

1948: 啥时候能进啊，11点了都，

1949: 还是进不去啊

1950: z怎么还不开，不是十一点吗

1951: 还不开？不是17？

1952: 我现在还是进不去，。。

1953: 进不去啊

1954: 开发猪们，没弄好，咱就别放出来。11.03了，你们要搞哪样？？？

1955: 11点多了还不开

1956: 求个开服时间，我擦

1957: 连不上

1958: 说你11点开服   现在都11点多了   也是玩不了

1959: 进不去

1960: 11点了    还是进不去

1961: 还是进不去

1962: 怎么进不去

1963: 客服…为啥还进不去

1964: 进不去是什么鬼？

1965: 怎么还上不去

1966: 进不去什么鬼!

1967: 怎么进不去

1968: 说好的11点，进不去啊？搞毛？

1969: 11点了怎么还维护

1970: 开服了，怎么也进不去，有意思吗

1971: 说好11点开服呢？ 过2分了还是维护

1972: 怎么还不来服

1973: 十一点了，怎么还不开服

1974: 为啥11点了还进不去

1975: 为什么还不开服

1976: 进不去。。。

1977: 进不了

1978: 怎么还进不去

1979: 11点了怎么还是上不去啊

1980: 11点了，怎么还不开服

1981: 11点了，还进不去？。。。。

1982: 擦  黑屏，进不去

1983: 代金券活动了

1984: 客服，出来，为什么还不能玩，什么时候才能玩

1985: 梦嫣，星河区，大家快点来，美女多

1986: 我说进不去呢。什么时候开服

1987: 为什么饿登陆不了

1988: 逗逼们，都说了11点开，都他妈瞎吗？

1989: 开服没有！！！！！！

1990: 我，星河云海。有没有朋友一起玩啊

1991: 梦焉，星河区

1992: 怎么创不了，角色？

1993: 进不去

1994: 限量礼包什么时候出的，艹

1995: 说好的代金卷呢我擦

1996: 给个开服时间啊

1997: 我领取过代金卷为何没有记录，钱包也没有记录

1998: 为什吗进不去连接不上，黑屏

1999: 为什么上不去呀你妹的

2000: 烽火区，为什么总显示网络错误

2001: 都没开服，全是灰色的，tmd开服了再宣传啊，你妹的害老子浪费那么多时间

2002: 根本打不开，老是提示网络问题。

2003: 怎么连接不了啊。，，，求大神解，，，

2004: 为毛还是链接不上，劳资10兆的无线！！我就曰了狗

2005: 烽火连城，谁人不识君丶  找队友

2006: 什么时间开服啊？

2007: 果斷刪掉。我去，玩不了

2008: 坑你钱？你他吗怕坑别玩啊！

2009: 联网出毛问题，我连无线网也说我断  求解释，  要不又是三分钟游戏

2010: 老子4g网络，还一直说我网络有问题，这游戏就尼玛坑。草泥马的

2011: 谁能告诉仙男怎么加点好

2012: 坐等11点

2013: 鏈接不上 哈哈 開發組要挨罰了

2014: 网络连接断开…………

2015: 星河云海！千城墨白丶  基友们！来一起吧！求基情！！

2016: 进不去，黑屏

2017: 十一点才开服    各位   慢慢来

2018: 不是说17公测吗，上不去阿

2019: 为毛连接不上，上7.8次乐

2020: 总是连接不上

2021: 玩不了！艹

2022: 还能不能玩，都连接不上，求解，

2023: 11点开服，新手求带

2024: 我也是总连不上啊

2025: 为什么显示网络连接不上？

2026: 为毛联接不了服务器，点进去一直黑屏

2027: 又坑爹！显示连接不上

2028: 点开始游戏，就说我连接失败了，请检查网络环境，我wifi好好的。

2029: 连接不上。求客服解释

2030: 怎么还玩不了

2031: 还可以，不过希望继续改进吧，装备系统有点坑啊

2032: 为什么连接不上，求解

2033: 好久开服啊？

2034: 代金券说是什么17号发到我手机上。今天不是17号难道是16号么？还是说忽悠人的？

2035: 网易的游戏，不花钱就是压死你。你玩俩个号，拍卖场到东西，都封你号。我是知道了。坚决不要玩网易的游戏

2036: 为什么  老是说连接不上

2037: 威震八方找队友，我是玩南仙

2038: 玩什么职业的多啊！求回复

2039: 又是坑爹钱呢！

2040: 连接不上怎么回事

2041: 有没有一起玩的

2042: 希望不要花钱太多

2043: 玩天

2044: 现在的游戏还用充点吗？都是道具花钱，这个才是真正赚得多。。。

2045: 什么时候可以玩呀

2046: 完美的玩不了，老是网络连接不上，用的WiFi也不好使

2047: 需要点卡么，点卡怎么收费。消耗怎么计算

2048: 威震八方。女人求一起玩耍的。不是土豪

2049: 这游戏有交易系统没？

2050: 为毛网络连接不可用

2051: 代金券在那？？？我怎么看不到？求各位大神讲解下！！！

2052: 应该很好玩

2053: 烽火连城已经预注册女仙角色，静等开服

2054: 为什么进不去？

2055: 玩什么角色好呢？

2056: 什么职业好？

2057: 给力啊  快点开服噢

2058: 代金券没记录。。。。

2059: 静等11点开服……

2060: 烽火连城   香草先生。求队友一起玩

2061: 平民玩家，求推荐职业

2062: 进不去

2063: 莫名其妙，刚开始提示网络连接不能用，后来干脆进不去，还他妈预创角色呢，去你妹的！！

2064: 骗子，

2065: 玩的第一款网游，满满的都是回忆，会坚持玩下去，

2066: 前面好好的，为啥一建角色就提示网络断开。我用的是wife好么！

2067: 什么时候开服

2068: 好好好

2069: 真期待。。。今天就可以玩啦，哈哈，坐等开服！！！

2070: 代金卷纳都不见了，没钱就不要宣传时候说送首冲，我就不信礼包有记录，这个兑换码没记录，忽悠人不是这样忽悠的，果断卸载了360的去官网下载

2071: 根本就没有看到兑换码，！直接礼包都没了，还想要我们继续支持360吗，？

2072: 代金卷码了！  说好的怎么没了

2073: 找一起的

2074: 喷子死

2075: 代币券的兑换码在哪？不是每人都有的吗

2076: 烽火连天     花易落   求组

2077: 安卓系统可以玩了吗

2078: 希望大话西游的手游版本不要出台难度大的操作，还有就是活动任务别全都是动不动都需要组队才能进行…因为手机里的及时沟通真不方便

2079: 我的八元代金券，老周不讲信誉啊，不行就别上banner啊，忽悠谁呢！

2080: 代金券兑换码哪里看啊？

2081: 不能玩垃圾！！！

2082: x应用程序未装，神雕都能玩，这系统要求真高

2083: 你们都进入了吗？我怎么连游戏都安装不成功？

2084: 差评 代金券没了 日

2085: 我想说我不是土豪，不准备充钱，说好的送那个首冲的代金卷呢。客服可以解释下嘛

2086: 哪个服人比较多啊

2087: 我靠，8元首充卷那个礼包怎么不在了，(#‵′)靠

2088: 星河云海见，回忆经典，难忘童年，仅此而已

2089: 四个服全给预建角色了，玩哪个好唉

2090: 骗子，开测了，代金卷码没有了，我原来没登陆账号，一点就出来了，现在也没发码到我的账号里

2091: 星河云海，含恩静

2092: 星海云河

2093: 童年

2094: 烽火连城 君莫惜

2095: 峰火连城，男人，风待葬

2096: 为什么我进去以后老是闪退呢？

2097: 和梦幻西游一样超级烧钱的游戏，屌丝玩不了，建议大家不要玩

2098: 烽火连城，夜无双，一起的加好友，我会建帮派！

2099: 先给个五星，期待明天

2100: 烽火连天

2101: 星河云海玩的加好友

2102: 手游大话给力

2103: 估计和梦幻西游差不多的坑钱

2104: 烽火连城  七绝天女是本人，小伙伴门一起玩。

2105: 有木有一起的，星河云海，千城幻
加好友

2106: 星河云海  等你们

2107: 我玩了13年大话了   我都不知道   看到他出这个手游才知道

2108: 星河云海见

2109: 进不去，还玩鸟啊！

2110: 值得拥有

2111: 鹏程万里有木有一起的

2112: 烽火连城等大家啊

2113: 终于等来了

2114: 发现穷屌丝根本玩不了

2115: 星河云海，陌倾城

2116: 威震八方有没有一起的。

2117: 都去哪个区玩，有一起的么

2118: 05年接触大话，现在终于能玩手机版本了，不要让我失望

2119: 代金卷哪去了啊

2120: 不要太重度了

2121: 明日开服，有一起玩的吗？评论加好友，还未决定走哪服

2122: 代金券哪去了  说好的呢

2123: 更新不了！求解

2124: 星河云海醉、无心求关注。。。。

2125: 客服在吗

2126: 明天几点能玩？

2127: 免费的不要充点的

2128: 不知道是免费的还是还得冲点……

2129: 我预约时候没看见武神尊还是叫武尊神的

2130: 全爆满玩个屁啊~

2131: 什么叫解析包出现问题？？？

2132: 刚预约了。。要到17号11点才能玩。。晕。。期待游戏。。不要让我失望啊

2133: 怎么预约啊？

2134: 正在期待

2135: 为什么我没相聚长安那个区呢。

2136: 期待中。希望不要让人失望。

2137: 超经典！！！赞！

2138: 游戏超好玩，不错，我在烽火连城等你来战！

2139: 游戏超好玩，不错，我在烽火连城等你来战！

2140: 11点了怎么还不开

2141: 为什么到17号才能玩？

2142: 这个还可以交易赚钱呢？

2143: 卧槽代金卷飞去哪里了!快公测了代金卷签到就没了这是要坑死爹啊!

2144: 客服，代金卷哪去了？为什么不给领了

2145: 真心希望音效做一点修正

2146: 不错的游戏

2147: 代金卷签到怎么找不到了，码也没复制，客服解释一下。。

2148: 360大话西游群有没

2149: 爆满。。。

2150: 代金券的活动页面去哪里了

2151: 满了

2152: 签到领代金券的活动哪去了？？

2153: 那个签到领代金的界面呢找不到了求好心人

2154: 需要激活码吗？

2155: 全部爆满，玩个叼啊，浪费我流量

2156: 什么时候可以玩？到时预约上了，可是什么时候可以玩？

2157: 没预约上啥时候可以玩呀

2158: 没预约上，只能等开区的时候上了

2159: 玩不起的坑～又是丢人现眼的东西

2160: 进不去啊～全部爆满～希望可以解决爆满的问题

2161: 没有大力的装备吗？？？？？？

2162: 为什么登陆总是爆满？进不去还能玩？坑人

2163: 画面非常喜欢！有没有基友一起玩耍的？进去玩个家族什么的！有没有！求联系！！！

2164: 为什么安装不了

2165: 怀念过去啊！现在有手机版的了。还想回到少年的我！给赞

2166: 代金劵呢  咋找不到了

2167: 学生时代玩的网游，很期待。不知道有没有转生一说，修正有没有。要是有就帅了。没有的话还是鬼仙人吃香。

2168: 还没有开服。？

2169: 真期待，画质不错。

2170: 《大话西游》是爱不惜手的游戏，给五星好评是必须的！

2171: 说好的现金券呢

2172: 不知道别胡说，不让进那是在测试游戏，

2173: 游戏都点不开

2174: 代金券的活动找不到了！！！！

2175: 终于出手机版的了，可是进不去啊。

2176: 可以

2177: 进不去是不让玩吗

2178: 怎么那么少区啊！！！都满了，进不去

2179: 活动代金券哪去了

2180: 人满了 ，好郁闷

