1: 能不能增加点有意思的副本或者活动，好多节日连个活动都没有，时间久了会腻的
415: 我去年玩过，现在不知道哪个区了，我看了下充值记录是去年十一月四号充值的，能查到是哪个区

416: 就是登不进去 求解

417: 怎么没有礼包！！

418: 还是多模仿模仿电脑版天龙吧，游戏不错，挺喜欢的，希望越来越好，本人也很喜欢电脑版天龙，

419: 垃圾，哪有九阴真经好玩？

420: 客服，什么时候开新区啊？

421: 老是资料片更新怎么回事？？？

422: 搞什么？怎么不能登录！钱白充了

423: 我怎么进不去

424: 网站不错，关键还是要看缘分

425: 约会必备，相亲神器，值得下载哦

426: 在这网站相遇的，自己心里踏实

427: 希望找到心仪的男士

428: 信息非常多，很广

429: 希望有情人在这里找到归宿

430: 值得拥有！

431: 用了一个月了，觉得很好、

432: 希望能够找到那个懂我的人。

433: 偶然来这里转了一下感觉用着挺顺手的

434: 官方推荐，征婚交友、相亲神器

435: 我和女友就是在这里相遇的，现在越做越好

436: 比较正规的交友方式，希望做的更好

437: 在这里找到了我的缘分，真的是帮了我一个大忙，终身大事呀。感谢

438: 暖暖的，很贴心

439: 非常好的聊天软件，美女多，很好玩！

440: 是有价值的软件，推荐

441: 我是朋友介绍的，他在上面找到了，我也想尽快呵呵

442: 这款界面清晰，个人信息安全，是认识新朋友的好桥梁

443: 刚刚用，挺好的，喜欢

444: 身边有成功的一对，现在也很幸福

445: 确实挺好,向大家推荐

446: 用户很多，希望功能能多点

447: 玩了几天了，人还蛮多的，估计可以找到，呵呵

448: 网站不错，关键还是要看缘分

449: 给我们提供了很好的交友平台不错的软件颜色特别喜欢

450: 在所有婚恋应用中，这是最爽的聊天体验，很不错

451: 恋爱在这里有平台

452: 朋友介绍的，很不错！

453: 我想问一下360金币商城那里为什么没有天龙八部的礼包？

454: 心情烦躁，妈的别的地方充值打5折以下就360没有打折

455: 什么破游戏啊，约好盆友一起打恶人，到十二点五十五就卡掉，一群刷屏的，还让不让人玩了，有几天根本上不去号，我以为号丢了，然后朋友说服务器维修，等几天就好了，我等了一个星期，

456: 再他妈显示资料片更新果断退游，要360赔钱，玩个游戏都不让好好玩，我要申请维权

457: 感觉不怎么样前面可以不花钱后面不花钱就没法玩了更新一次就要你花钱   坑的一逼

458: 玩什么客服端都好，千万别玩360的，什么福利都没，切记……

459: 看下面的评论，感觉好多托啊！个个都说这么好，当我下载进去愿意不是这样的！

460: 要是是PC版的移植就完美了嘿嘿。

461: 这真的是手游吗？看下面的评论我还以为是进了个交友平台了，赶紧翻上来看标题

462: 怎么登游戏的时候老是显示资料片更新，然后到这来看，却没显示要更新

463: mb咋还显示资料片更新呢？

464: 我以前玩过，但是我不知道是哪个区了怎么办？求解？

465: 有些打广告的一直在苏州不断加人好友，拒绝了马上又继续发来好友请求不断的骚扰，希望想办法解决

466: 见到的人感觉还不错。

467: 顶一下，值得信赖

468: 看起来不错呦，哈哈哈~~

469: 听说这个网站成功率很高啊

470: 用了一周了，感觉很不错，赞一个

471: 好好的社交网站。对我们交朋友很有帮助

472: 确实不错,约了几次,都比较安全.

473: 初次玩这个软件。真的很好玩很好玩。力荐哦

474: 如何和女性朋友交流呢，来这里我终于找到平台了

475: 虽然还没找到另一半，但发现里面有好多是自己喜欢的类型，期待中

476: 约会必备，相亲神器，值得下载哦

477: 恋爱说来不易，好在有这个平台，觉得也没那么难

478: 还是很真实的，越玩越有意思…

479: 感谢它，让我找到真爱。

480: 一个交友的平台，相较于其他的网站可信度高多了

481: 没事看看帅哥美女，养眼哈

482: 玩了几天了，人还蛮多的，估计可以找到，呵呵

483: 特别适用，很喜欢这样的网站，会支持到底哦

484: 个人觉得是个好东西

485: 这款婚恋app还真蛮不错

486: 哎呀 终于找到我的缘分 谢谢爱吧

487: 真的好不愧是神器啊

488: 在这里找到了我的缘分，真的是帮了我一个大忙，终身大事呀。感谢

489: 居然和一个单位的同事一块玩起来了，真的很棒。

490: 要恋爱 到爱吧 相爱吧

491: 界面设计很出色，界面配色也很华丽，而且容易上手

492: 内容丰富，查找方便，更新及时

493: 还不错，可以下载试一下

494: 相比其他App，可信度更高一点

495: 为什么一直显示在更新

496: 为什么半个小时前登陆后退出了。再登陆就进不去了，提示资料库更新，今天已经下载了三次，怎么回事，昨天也是这样

497: 为什么总提示更新，已经重新下载好几遍了

498: 我怎么360还是上不去呀，提示资料片更新，用益玩儿就能上去

499: 网站很给力啊，资源挺多哈

500: 见到的人感觉还不错。

501: 原来单身的人这么多，资源挺多的，希望有情人终成眷属。

502: 大家都说好，那我就下载了。看来这个软件还可以！

503: 还不错，可以下载试一下

504: 相对于其他的相亲平台，这个网站还是实名制的，可用的

505: 用户体验很好，人性化，开发者很用心，功能齐全

506: 信息多，而且可信度比较高，真心觉得能找到你想交的朋友

507: 页面的设计挺好的，简单，大方，一看就懂

508: 很好用，同事都下载了，都在找小妹儿呢，哈哈

509: 资料很全面的，了解很清楚

510: 界面设计很出色，界面配色也很华丽，而且容易上手

511: 初次玩这个软件。真的很好玩很好玩。力荐哦

512: 总体来说还是很好的，希望他们也要继续完善。

513: 玩了几天了，人还蛮多的，估计可以找到，呵呵

514: 妈妈再也不担心我单身啦，哈哈哈

515: 不错

516: 这是朋友推荐的，玩了几天了，感觉还不错！

517: 好，真的很好

518: 用处很大挺好的经常会光顾，既实在又不会浪费钱。

519: 挺喜欢这款软件的 顶一个

520: 神器啊，让我有了初恋般的感觉。

521: 里面的妹子质量还是很高的！呵呵

522: 页面挺简单的，一看就会了

523: 私密性做的不错，挺好用

524: 用了很多交友软件只留下这个，非常不错，推荐

525: 约会成功的例子不少

526: 非常棒的婚恋交友平台，安全靠谱，支持！

527: 找找同乡人，附近好友等有缘人，很不错

528: 我号上号上面有一千多绑定元宝为什么今天上去就没有了

529: 老更新，玩不了，还尼玛强制给一星，一星我都嫌多

530: 搞什么啊 信任你们360才下的你们这个版本现在为什么老是登不上游戏  什么资料片更新啊  一天天只更新吧玩家也别玩了  卸载重装也没用  你们360搞什么啊？

531: 进到苏州城里边小广告太多太多了，真的好讨厌，全都是私聊过来的，恼死人了，你们不要光是反馈，也要做些实际行动啊，没个服务器不是都有gm适当的关注下啊！

532: 草你妈的上去玩了没一个小时，又你妈的显示更新，你他妈的什么吊意思，我日你全家女性！

533: 又维护了吗？怎么上不去了？

534: 跟天龙网游一样垃圾，一天到晚挂机，不充钱没法玩，别玩这个了

535: 为什么总是显示更新

536: 游戏上不了，总显示在更新，为什么别人可以上，360总显示更新？

537: 中秋国庆啥的，一切都是坑，冲钱就对了，自从更新后，游戏不是这出问题，就是那出问题，就没正常过！

538: 垃圾游戏，更新没个准信

539: 什么意思啊！怎么360现在越来越差了，昨天整晚都在更新进不去，今天进去了也补偿。

540: 老是说资料片更新什么意思

541: 取了礼包在哪里打开啊

542: 老是资料片跟新中什么意思

543: 怎么到现在还进不了？

544: 怎么现在还在更新啊？

545: 什么时候开新服？

546: 怎么查询角色

547: 更新后安装不了

548: 找不到原来的区了，怎么办，求解

549: 楼上的逗逼 你v9很高么？人家是畅游诶 你他妈以为我小工作室啊 看得上你 去你妈逼

550: 强烈建议要尖对性处理广告代理，影响玩游戏！！烦躁！！建议只有组队刷副才能世界叫唤，好友间或帮或师门或组队才能私聊！！！

551: 什么时候出新区gm说一下，我看老区我在冲钱也赶不上人家了，什么时候出新区说一下直接v9走起。

552: 家里WiFi连不上九五至尊服务器

553: 今天要更新到什么时候

554: 苏州的出城传送点的广告和仓库旁边的广告太烦人了，拉黑还能要求加好友，烦死了，都不能正常的玩游戏了，希望客服尽快处理一下呗！

555: 客服要杂联系过

556: 一直掉线什么问题

557: 用电脑玩，在哪下载客户端

558: 我也是醉了，下载了两次，一次进游戏下载更新，一次360手机助手下载更新。都提示未安装成功，我也是醉了。工作组，你们这也不给力啊，刚夸完没几天。

559: 今天更新到几点啊

560: 搞个交易啊  几个朋友在一起玩  打到好东西都交易不了  上架子被别人买去了  在这样下去没人玩了  还有那个挂机定点根本没有用  定在那里还是会到处跑  游戏要做的好才有人玩

561: 更新了，又走了一批人，这次大坑

562: 有点坑，更新内容

563: 我找不到原来的区了，怎么办？在线求解

564: 为什么更新后，下载安装不了

565: 这次更新为什么我角色不见了？？？客服，可以出来说一下吗？为什么？

566: 怎么一直进不了啊现在都快九点了

567: 强烈建议藏宝图可以由低升高，做任务累死尽出低图，低图又没人刷

568: 都快二个月，为什么戴尔平板玩不了的问题不解决不了，？？？？

569: 这次维护到几点？上午十点就开始维护了有的说到四点，有的说到六点。这都六点多了！还上不去。谁知道到底维护到几点。都怒了╰_╯

570: 什么时候完成

571: 都18:10分了，怎么还进不去？？？？？？

572: 怎么还进不去，更新延迟了？

573: 不是说6点更新完么，怎么还进不了

574: 这不是坑爹吗

575: 谁能告诉我几点更新就完了  有没有客服

576: 不是六点更新完吗

577: 说好的18点更新完，怎么现在还是进不去啊

578: 尼玛更新一天知道啥事速度不

579: 啥时候能更完啊

580: 可以进去了

581: 太垃圾了

582: 刚下载完，只不过在更新，光看片头就想玩了，希望不会让我失望

583: 怎么进不去有了

584: 哎，之前玩天龙八部坑了我大几千块钱。这游戏还是要钱！

585: 你们还能不能行了

586: 几点更新完事啊！

587: 草 脑残畅游不在晚上更新 非的要在白天更新 你他妈忽悠人啊 专门坑我们玩家啊 晚上人那么少你不更新 白天都在玩结果你要更新 草

588: 无力吐槽

589: 咋还没好啊

590: 几点更新完事啊

591: 更新最好把那些广告代理什么的垃圾号删除了，影响组队打怪，烦躁！！！

592: 18点更新完

593: 破逼游戏，开新区不就为了骗钱？傻x才冲钱！！！

594: 几天开一区，是为了骗你们这些傻x的钱。这都看不出来？？大家觉得我说的对不对！！！

595: 这更新速度真是太慢l 更新新那么好久才补偿300元宝
