1: 酷毙了
616: 挺不错的，还喜欢玩款免费的、焚天战机、特好玩!!

617: 大家千万别下！！！就是一坑钱的游戏，扣钱是没有明显的提示。扣得还多。真操蛋

618: 千万别下，辛辛苦苦玩了一个月，除了baby都有了，结果连续签到28天后，再登陆一看，所有之前得到的人物全部都没有了，还得重新做任务，想迅速得到人物就要花钱买。

619: 很好

620: 老让充钱！不过还是挺好玩的

621: 太缺德了，315也不管。草你妈

622: 充值提示满天飞，一不小心就坑了我15快。烂烂烂透顶了。妈的跑完就要我买矿泉水，你们欠钱欠疯了。还有充值没得二次确认提示，大家玩的时候可要小心啊。

623: 我受不了

624: 建议别下 更新之后之前冲钱卖的东西都没有了！~差评！~ 坑爹啊！

625: 以前常玩，现在朋友们都在玩免费的、、焚天战机、、特好玩。

626: 扣钱

627: 最近才玩的，一直在玩pp语音交朋友，偶尔玩下游戏

628: 老是卡退！！！

629: 我以经下好了

630: 我没玩过真好玩呢

631: 我有所有人物。怎么样样啊。

632: 你们

633: 打开是黑屏

634: 很好玩  下载吧  100给赞

635: 挺好的，更喜欢玩免费的、、焚天战机、、很好玩。

636: 刚下，试试吧

637: 太好玩儿了！

638: 太爽了，不玩不知道，玩了才叫好。

639: 不错哦 蛮好玩的

640: 太好玩了

641: 可联网可单机

642: 不错~不错~

643: 要流量吗？

644: 好玩  就是里边人物有点难得

645: 正在下载中...

646: 他头发的

647: haowan

648: 主要是坑钱，每次都是支付什么就获得什么的，哎。差评。

649: 太太太太爽了

650: 游戏创意是不错，当老弹出来收费，令人反感

651: 要钱的货，老是弹出来收钱

652: 垃圾游戏，进入玩不了，进去一次給我弹出来一次，不玩了，还不如天天酷跑呢？

653: 你们手机垃圾就不要说人家游戏垃圾  如果游戏垃圾的话自己去创一个游戏啊

654: 啊啊啊.玩不了

655: 好评

656: 还可以，可以用找乐玩。

657: 吉林市社保

658: 太垃圾了

659: 烂游戏，进都进不去?▂?＠x＠

660: 真心不好玩，手一滑话费就没了

661: 想开网店吗？不用进货发货的，月收入三千以上 每天一点时间搭理就可以了 用手机就可以 有兴趣加QQ754724921

662: 好玩吗？

663: 骗人的!网游，要账号才能登陆!

664: 付费按钮不是一般的多，但是除此之外游戏真的很好玩，上瘾了

665: 最爱赫赫~

666: 非常好玩

667: 好玩

668: 这游戏付了多少广告费，一直在榜首，还是免费榜

669: 垃圾，尽止发短信了还扣费。

670: 爱李晨爱跑男。。。。

671: 我只想知道为什么总是闪退

672: 爱陈赫爱跑男，加油！！

673: 我爱陈赤赤

674: 好玩啊!

675: 虽然我的手机是联想到，但是这个游戏，我第一次刚进去玩挺好的，到后来第二次老是闪退

676: 挺没劲的！

677: 我赞陈赫~~~

678: 还不错，不过我现在更喜欢玩免费的  焚天战机，特好玩。。

679: 坑爹

680: 只玩到35关，36不能玩，显示着暂未开放，敬请期待！

681: 垃圾、根本进不去

682: usj

683: 垃圾 吸钱

684: 为什么总是删我数据！

685: 要是人物再真实一点就好了

686: 第11关，难度太大了

687: 操   闪退啊

688: 太恶心，有病啊、没有angrlababy
。

689: 几乎不会不不会不干活干活吧

690: 太他妈恶心了！

691: 好玩！

692: 老闪退，妈逼的我操

693: 太好玩了。

694: 还好，就是玩久了有点腻了

695: 棒棒哒！

696: 我的手机都上不去

697: 很刺激的一款。。跑酷少年2

698: 好玩，好玩，支持郑凯

699: 力荐五颗星！

700: 嗯，很好玩，支持小贤！！！！！

701: 有没有baby啊！我喜欢baby

702: 我喜欢郑凯！老喜欢了！

703: 为什么玩到三十多关的时候玩不了?

704: 牛逼，好卡

705: 不错的全通关了，就是更新慢

706: 很好玩

707: 真是太好玩了！我喜欢邓超

708: 为什么玩不了啊！而且是强行关闭。

709: good!

710: 为什么打不开啊

711: 以前常玩，现在小伙伴们都在玩免费的  焚天战机，很好玩。。

712: 打不开，

713: 狗屎

714: 不错不错，适合我

715: 玩到11关就过不去了。

716: 不错，点个赞(≧▽≦)/

717: 太卡了

718: 还合？凑来提点意见或者建议吧~

719: 好，不错！！

720: 还行，就是没有跑酷好玩，

721: 赞朱闪赞

722: 根本就打不开

723: 一点也不好玩，真他妈恶心

724: 很好玩，我手机进不去，我妈妈的手机可以，希望我的手机可以进去，赞。

725: 很不错

726: 和神庙逃亡差
不多

727: 动不动就让买道具！！！坑爹啊

728: 好玩的游戏好哇好哇好哇好哇

729: 进不去     太坑了

730: 32个赞，，，我小贤都满级了，，，

731: 刷机啊，刷完后非常快

732: 这游戏难度有点大，说白了设置不太合理，操作灵敏度要求高。

733: 为啥玩着玩着就删我全部数据！

734: 手机不好还说卡，买三星非常快。

735: 好玩！邓超最帅

736: 挺好的呢～玩到37关了。。李晨最帅萌萌哒

737: 为陈赫！

738: 12关过不去，太坑爹了

739: 不好玩，打不开，千万不要下。

740: 12关怎么过，求详解！

741: 不太好玩，一交完钱就卡。。

742: 太贱了！额！

743: 游戏玩累了就开始玩pp语音，在男女之间找到有意思的乐子，可有趣了！

744: 一般般

745: 怎么还不更新

746: 你手机垃圾就说卡，不像我的手机苹果六！

747: 好玩是很好玩，还是pk战打不开

748: 可以。

749: 为什们卡太卡了

750: 很好，几下就可以获得陈赫！

751: 不好  垃圾

752: 好是好就是你一退出他就会把你之前闯的关消除

753: 我玩的每一关结束以后，为什么就返回不了，求大师解释

754: 虽然是好玩，但是，你一退出游戏就会把你之前闯的关，全部都清除走。

755: 真的很好玩

756: 到了第十几关的时候，不用R饮料补体根本就过不了

757: 好玩呀，，，，，

758: 不错

759: 好玩，说卡的是你手机不好

760: 乱收费

761: 这不怪游戏

762: 好玩好玩太好玩了。

763: 什么东西，老卡了，还赖我撞上了害我过不了关。

764: 胡说八道，扣什么钱。是你乱买

765: 我艹草草！乱扣我钱！

766: 200多元没了

767: 很好玩的一款游戏，很不错，小心点就不会扣费，就是PK赛打不开而已！

768: 我艹  我花了200多元

769: 草草草，有事忙去了，手机被儿子拿去玩会儿，回来就发现一堆扣3元的信息。尼玛真是无耻的游戏！

770: 我靠  垃圾

771: 为什么打不开pk对战？已经连上了WIFI，就这一个问题，其他挺好玩的

772: 差不多！

773: 真难看 差别大

774: 玩着玩着就闪退，不好玩！

775: 差差差，莫名其妙各种广告吸钱

776: 无语了。。。

777: 女?！

778: 还好呵呵哈哈

779: 不要下我花了一万元

780: 广告，卡死了！滚吧！

781: 请问请问
发

782: 摩托 V慎，？
？、酆`酆

783: fx你们好朋友们你是我是我是我是我是我是因为您说明星期间隙，那些，不能做到我是我是我是我也许久违法师兄台词曲线路线路线路线路线路

784: 不要下，我花了3百多元！

785: 太坑了我花了一百块钱买的东西没几天全没了  太气愤了什么神精病玩意儿啊

786: 打不开

787: 不要下！！

788: 太坑了！一不小心就会被扣话费，满頻都是广告，烦死了！！！而且障碍物摆设不合理！躲了一个另一个就来不及躲！坑！！

789: 太坑了，我都没钱了。

790: 下载花钱吗？

791: 一不小心点错 就会扣话费

792: 太不好玩了

793: 不错@@@！！！

794: 好玩，可以换人

795: 好玩的很

796: 有了陈赫与李晨的加入就又更好玩了.！

797: 老是跳去付费画面，而且不能看自己的物品，进入无限模式无端端就自己用掉了道具，还没清楚什么回事，还有闪退问题也很严重，pk模式我这里进不去。

798: 太不好了，我靠！自动吸钱！！

799: 在百度手机助手下载就可以玩咯！！

800: 谁都替代不了他们七个，支持他们七个！

801: 多样化的道具和撕名牌玩法哦~

802: 奔跑吧兄弟手游的R饮料比较强大

803: 不同角色有不同的属性

804: 这游戏玩了三四天，觉得比其他游戏好玩

805: 看节目很喜欢，所以下载游戏玩玩

806: 道具升级可以提升道具辅助效果

807: 怎么做任务呢？

808: 在手机上面玩最高记录都不好意思拿出来比

809: 游戏也是比较好玩的

810: 还原了节目中“背胖妞”环节，很有趣

811: 用名牌兑换明星角色

812: 在成就奖励界面来找。

813: 一款休闲竞技类跑酷游戏?我很喜欢

814: 我可是很喜欢跑男这个节目的，特别好看的

815: 关卡和无尽两大模式，玩法不错

816: 只希望第二季的跑男不要换人，一如既往的支持

817: 寻宝对大家来说就比较容易了

818: 一款休闲跑酷游戏，登陆后大获好评

819: 全民PK赛?挑战等你来

820: 哈哈，女神好美啊，喜欢baby

821: 貌似是亲身参与游戏制作全过程。?

822: 今晚我们班级的活动就是跑男手游

823: 我喜欢这个游戏，风格很简单的

824: 听说跑男在南京新街口撕名牌

825: 手游pk模式怎么解锁？

826: 跑男的即视感，不能更爽

827: 宝强是每30秒获得磁铁，

828: 爱跑男的旁友一定要保存下来哦！

829: 我是跑男粉！啦啦啦啦…

830: 赶紧来看吧，下个跑男就是你！

831: 让跑酷手游不再停留在“换皮”的固有概念中

832: 我的挑战很快就会失败。

833: 无尽模式当中跑得更快了

834: 无尽模式需要有好的操作技巧。

835: 亲身参与游戏制作全过程。?

836: 角色技能、策略路段…看你怎么玩

837: baby角色要?29元

838: 背胖妹这个爆笑情节都将在游戏中呈现

839: 李晨的满级等级是30级

840: 金币、钻石、积分全靠技术来赚！

841: 简洁直接的很好玩

842: 看节目不过瘾啊，一起玩游戏吧

843: 在游戏类型、人物角色等方面都吸取了玩家建议

844: 超哥,?baby?你们有什么想说的吗

845: 闯过这些难关，就能一个不一样的游戏世界

846: 众明星领跑?零距离接触呢

847: 完成奔跑过程遇到的各种任务

848: 开启的几个角色了啊？

849: 哎呀，还是Baby最强悍的

850: 刚可得到了限时的高级角色，哈哈

851: 保留《奔跑吧兄弟》节目的玩法和乐趣，不仅仅是生搬硬套。

852: 操作简单，只需要?动动手就可以了

853: 超蜀黍表情太到位了，绝了！！

854: 卡里

855: 50积分可寻宝一次

856: 避开障碍需要大量熟练操作哦

857: 寻宝分为钻石、金币、积分三种方式

858: 里面的宝蓝组合，太搞笑了

859: 奔跑吧。。各位小伙伴多多努力~

860: 赫宝宝将和你一起奔跑!

861: 找宝箱等经典环节很好玩

862: 手游铃铛怎么获得

863: 最先开启的就是关卡模式，一起来玩吧

864: 已经突出了表现了竞技的特质

865: 注意了，不要被路途的中的怪物袭击。

866: 春节版闪亮登场

867: 拉开了和其余同类型手游的差距。

868: 如果遇到“背胖妞”挑战，不能跳跃和下滑来躲避障碍。

869: 《奔跑吧兄弟》手游的方方面面都很不错

870: 男票超级喜欢跑男，不，是真爱！

871: 从游戏画面再到游戏内容都很用心

872: 暴走流星那关怎样都过不去！

873: 嘿嘿，好玩哦，撕名牌有意思

874: 差差差，好卡，垃圾

875: 遇到的撕名牌，很刺激?

876: 和你的兄弟一起“奔跑”起来吧！

877: 马上下载来一探究竟吧!

878: 全新跑男明星人物的登场，很赞吧！

879: 全新升级版关卡，超级喜欢

880: 夺宝箱有趣的玩法模拟，，喜欢

881: 让游戏更具挑战性

882: 不定期会有各种活动哦

883: 技术流想逆袭高富帅，这里就是你的天堂！

884: 很喜欢这个节目，代入感十足。

885: 成就奖励也是比较给力的

886: 全民制作，跑男集结

887: 幸运寻宝，都有机会得到

888: 男神女神都爱，喜欢

889: 全新地图，豪华大奖在等你

890: 和宝强疯狂的跑一次把

891: 300钻石寻宝更为划算。

892: 都有不同的玩法

893: 已下载，跑男脑残粉

894: 不想让陈赫退出跑男，不想让他退出爱5拍摄

895: 迅速吸引大量用户了~~

896: 一款游戏的好坏，系统占据着重要的位置，这个游戏不错

897: 首发24小时内，日活跃用户快速破百万

898: 好卡啊，而且每过一关还会自己数据文件，一不小心把它删去，就要重新玩过，

899: 垃圾

900: 下滑踢箱子

901: 怎么踢箱子啊，我到第七关就过不去了。

902: 非常好玩！大家快下吧！

903: 坑人，根本进不去！妈的

904: 吗的进不去

905: 要用钱的！

906: 能进去吗

907: 用联网吗？

908: 这需要钱不

909: 跑男太帅了吧，简直是跑酷大神吖！

910: PK模式，都不错

911: 向上是跳起，向下则是翻滚躲避。操作简单

912: 根据箭头方向滑动即可撕下对手名牌。

913: 令人似乎都能够跟随着一起奔跑

914: 可以一直奔跑直到体力消耗完的

915: 在游戏中学会取舍，学会忍耐。

916: 李易峰真的会参加第二季跑男吗

917: 一款真正体现玩家意志的手机游戏。

918: 没有R饮料就无法得到奖励的

919: 画面都处理的非常棒。
