1: 又变一点了  还开不开啊。

2: 什么时候开。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
1882: 好不容易等到了这款手游，却少了激活码。好不容易从官方群中拿到了激活码，却只支持官方！！！

1883: 激活到底什么玩意

1884: 你们应该看看吧名侦探柯南OL的宣传片在玩。

1885: 还可以，但金币太少，升级不够用，精力，体力，钻石送太少

1886: 怎么一直要输入激活码，再说激活码是什么

1887: 话说验证码没有啊，肿么登陆＠_＠

1888: 好玩吗？

1889: 怎么一直输入什么码

1890: 不错

1891: 封测中，五星好评，图个礼包，哈哈

1892: 我还以为是什么解密或侦探之类的游戏，结果是卡牌的游戏，果断卸载掉！

1893: 进都进不去游戏。说是更新，一点不动

1894: 老说网咯有问题。。。

1895: 怎么等不进去

1896: ？？怎么登不上，老是说网络连接不上，我WIFI啊。是不是更新

1897: 新游戏不稳定，经常卡死或者闪退或者干脆就上不去了，期待正式的到来！！！！！！！！

1898: 新游戏不稳定，经常卡死或者掉线或者干脆就上不去了，期待公测！！！！！

1899: 开不了游戏

1900: 破游戏，刚上去就说网络异常

1901: 总闪退

1902: 靠！特么的总闪退！还能不能愉快的玩耍了？

1903: 老闪退

1904: 怎么老闪退。。还让不让人好好玩游戏了

1905: 收费……坑钱

1906: 非常不错，等了好久终于国内出了。唯爱新兰！新兰永恒！

1907: 垃圾一个

1908: 激活码既然用不了，为嘛还要弄出来

1909: 进不去他妈的煞笔设计公司

1910: 相关在哪里找 就只有登录游戏 然后就出来激活码了

1911: 激活码完全没找到啊 说的相关是什么东西

1912: 垃圾垃圾，激活码根本用不起

1913: 激活码是什么东东

1914: 那三个激活码都不对哪里还有激活码

1915: 没看见淘号在哪。。。

1916: 点击相关，然后领取，有一个绿色的激活码的提示就可以了

1917: 激活码就在相关里面

1918: 怎么登陆了就要输激活码？可是那几个礼包的激活码都说不存在，然后就一直进不去游戏，这样怎么玩？

1919: 礼包那有个淘号，点进去，得一个复制码，复制。显示出什么已绑定的话，就再做一次。

1920: 作为柯南迷，我不想损他，可游戏损了他，还以为是按照剧情走的，居然是卡牌游戏!，!!别下了，下了也得删

1921: 激活码怎么拿，，，，，

1922: 激活码是啥

1923: 求激活码

1924: 激活码进不去啊，给点解决设施啊

1925: 激活码？一定要测封号吗？？

1926: 激活码全都用不了

1927: 激活码是啥

1928: 激活码是啥子啊？

1929: 傻逼游戏一颗星都想给下了要激活码说相关页面有有你妹了

1930: 激活码怎么弄

1931: 快来玩

1932: 把激活码写下去，也不能玩

1933: 激活码不存在

1934: 激活码是啥啊

1935: 为什么进不去

1936: 登录激活码怎么领取啊

1937: 进不去

1938: 激活码根本用不了

1939: 激活码没用!

1940: 激活码是什么

1941: 教程 柔道馆那个为啥进去就点不了了啊？？？？

1942: 显示个400就是进

1943: 做剧情的时候会闪退，垃圾

1944: 现在好多动漫都有手游，以卡牌居多。不得不说真的是垃圾，是在侮辱这些动漫！

1945: 进不去啊啊

1946: 什么游戏啊，登录了还要什么激活码，哪有什么激活码呀，果断卸载

1947: 可以进去帅

1948: 一直更新失败！！！根本进不去

1949: 巨无聊

1950: 360手机游戏里有激活码礼包

1951: 要激活码呀

1952: 登不上。还要激活码，哪里有

1953: 根本登陆不进去

1954: 激活码怎么弄啊

1955: 求激活码

1956: 居然还要激活码！

1957: 为什么登不上去可？？？？一登陆就显示“400”啊？？？？？？？？

1958: 等那么久也是值了qwq

1959: 好玩

1960: T_T怎么才可以领到激活码啊T_T我快疯了啦，想玩柯南怎么就这么难啊！！！！！

1961: 打开程序登录后，约1天就能收到360发来的激活码。。。

1962: 还不错了

1963: 不错

1964: 激活码已被绑定，什么东西，没激活码还玩不了，果断卸载

1965: 很。

1966: 资源更新，自动更新失败，玩不了游戏，果断卸载！

1967: 是卡牌打斗的跟推理不沾边卸载了

1968: 拿到激活码，登录却说不存在激活码！！！???

1969: 激活码是神马？

1970: 没有激活码  无爱吧啊

1971: 我还以为是解密推理的，谁知道还是个卡牌打斗的游戏，我很佩服开发者！果断删了

1972: 激活码是参加宣传活动得到的

1973: 求给激活码

1974: 没有激活码

1975: 激活码是什么？？？

1976: 激活码是啥

1977: 激活码是什么啊？

1978: 删档无爱。360

1979: 谁能告诉我激活码在哪？

1980: 居然是卡牌

1981: 激活码去哪里领？

1982: 激活码怎么来

1983: 垃圾死了  一点都不好玩  不好玩 不好玩

1984: 草，没有激活码了，坑爹啊

1985: 怎么才能有激活码？

1986: 激活码死哈

1987: 激活码是什么。。。求啊

1988: 作为柯南迷我不想贬低这游戏，可连续几次都卡退，拜托快点解决这问题！

1989: 哪位大神能告知一下激活码在哪里

1990: 激活码是什么

1991: 手机华为G520闪退?????

1992: 要激活码，坑爹

1993: 怎么还要激活码

1994: 柯南迷们赞一个，激活码是什么啊

1995: 激活码在哪里？

1996: 资源总是更新失败。哭π_π

1997: 激活码多少

1998: 怎么获得激活码？

1999: 明明很期待玩的，但是两次资源更新都失败了，哭π_π

2000: 激活码是什么？

2001: 怎么拿激活码

2002: 总于能玩了。哈哈哈

2003: 没有激活码

2004: 一到强化卡牌，游戏必掉

2005: 卧槽    激活码！！！

2006: 为什么要什么激活码

2007: 你们都登上了吗？

2008: 为什么还是维护中。。。

2009: 还没开？

2010: 11点出来.我有激活码了.哈哈哈

2011: 服务器维护中

2012: 哈哈，等了好久，终于出来了，真是的。

2013: 忠实的柯南粉，期待精彩的柯南游戏世界。一liu_yiyo

2014: 太棒了

2015: 期待

2016: 拿到激活码了

2017: 期待明天我生待明日万事成蹉跎

2018: 很好很期待！
——疯狂的极客。

2019: 谁能告诉我，激活码在哪…

2020: 期待。。。

2021: 玩不了，登录不了

2022: 很期待～明天中午就能玩了~(≧▽≦)/~，真希望明天快点到来(>^ω^<)！

2023: 可算出网络版的了，太爽了，太好了

2024: 很好很期待。
——疯狂的极客。

2025: 很好很期待！
——疯狂的极客。

2026: 。。。还以为直接可以玩

2027: 明天再下不然要等!说要12月25曰可以玩！

2028: 不得了，还得明天

2029: hao

2030: 动漫看了两百集，希望游戏一样好玩

