1: 为什么不出路飞老爸
464: 角色的动作充满动感却又细腻。

465: 这款游戏将会在什么平台推出？

466: 3D技术渲染出的卡通画风成为一剂催化剂

467: 会让人忘了时间、忍不住一直玩下去。大为满意

468: 连续攻击，战斗的紧迫感等都非常的好。

469: 楼主不要怕，谁喷你我骂他

470: 简直象自己成为了游戏中的人物一样，可以身临其境的体验游戏世界。

471: 战斗切入方式的意外让人刺激。

472: 感觉不错，继续改进之类的

473: 水的表现力和BOSS的震撼力等，漂亮并且 具有流动感的画面和运动是必须的。

474: 哥已经不玩游戏好多年，看到宣传心好痒，有种再次尝试的欲望

475: 剧情走向虽然很正统，但演出仍然非常出色。

476: 正版IP比粗制滥造的手游好

477: 本作无疑是对老少皆宜的游戏这个概念的最完美诠释！

478: 利用良好的经验和3D的全方位观察，如果你像冒险，那是一个脱颖而出的美丽领域。

479: 庞大的游戏容量，加上数不尽的新旧剧情要素相结合

480: 看了这么久，终于有个正义感十足的妹子发声了

481: 更适合我，感觉更自由。

482: 哪位朋友来几张截图看看，感觉一下场面如何

483: 虽然并非没有缺陷，但是实在找不出具体的缺陷！

484: 好玩就玩不好玩拜拜~``

485: 升级系统，联机协作等要素的引入使得作品与以往相比有了较大不同。

486: 出现了之前试玩演示中从未见过的大量新装备，内容相当充实。

487: 开场的时候给了我不小的震撼

488: 怎么抢激活码，能不能透露一下？？

489: 和传奇一样的经典啊

490: 游戏中准备了的很多的岔道，各个地方都被准备了的很多的谜题。

491: 是的，——脑残粉泥揍开

492: 可以自由地选择游戏风格和方式，加上隐藏要素非常丰富，因此以后会更加有趣。

493: 天真可爱的东西填补空白的心。

494: 填个手机号就能有激活码，是不是真的

495: 我发现托很多啊…玩了这么长时间这次更新感觉最坑…虽然加个新模式…唉…天梯和极限真是无奈了

496: 已经无语了，航海日历改得比较困难了我就只能呵呵了。现在连极限竞技场你都变了，说好的九点之后开战呢？打最强得斗技币呢？跨服就是渣！

497: 角色眼球的转动就已表达出了他们的情感

498: 各个职业的搭配组合也使得游戏变得乐趣无穷！

499: 动作部分的节奏掌控上做得非常顺

500: 不论从内容还是在线支持角度来看都非常充实，是一款让人找不到缺憾的游戏。

501: 应该是活动比较多的时候，都是超值的活动。

502: 在过关上来说一定不难，如果以完成为目标的话，是相当有琢磨头的。

503: 可以缓和紧张的情绪和传统游戏带给你的负担。

504: 新加入一些要素，让游戏多了几分色彩

505: 有独特的紧张感存在！

506: 毋庸置疑的，本作是老少皆宜的，真正意义上的国民游戏。

507: 听说要内测，应该是非常新的游戏

508: 一直到结尾整个剧本的展开都很好。

509: 富有魄力的演出与机关。

510: 追加了的新技能而且修正了人物的手势动作，并且更多的模式被加入。

511: 操作跟音乐方面的选项相当充实也让人肃然起敬。

512: 坦率的说我感到很惊讶。

513: I 已经退隐江湖了   好像最近又有重出江湖的趋势·······

514: 这款游戏将会触动你的心灵。

515: 《航海王》特别在哪里？

516: 就画面和操作而言，没有让玩家失望，暴力与爽快的完美结合

517: 这游戏都开了那么久了，还有这么多人，看来我out了！

518: 按个性育成角色也需花费很多精力。

519: 人家是有能力，一般人玩这游戏可以玩到如此高吗

520: 丰富多彩的反应被你享受着!!!!!!!!!!!

521: 看了楼主说的这么给力我去关注一下这个航海王启航，

522: 呵呵！真是给力啊！我喜欢这样的帖子，

523: 看样子不错！这个航海王启航我关注一下啊！！谢谢

524: 是啊！好消息啊！顶了

525: 我关注这个航海王启航了啊！楼主说的真是牛啊、

526: 为楼主传一下呵呵！！！！我喜欢

527: 我表似乎关注了！！！给朋友介绍一下啊。

528: 看样子这个真的很赞！辛苦楼主的！赞你了

529: 航海王启航真的口碑很不错的！我也听过这个

530: 进来看看！这个东西真的有这么好吗？楼主！关注你的帖子了

531: 航海王启航楼主说的这么多，我看这个航海王启航应该很牛的。

532: 我应该好好看这个航海王启航！真是给力！

533: 像这样的帖子！真是给力！我会经常关注的、

534: 飘过进来看看！这个航海王启航这莫好.???

535: 这个航海王启航真是给力啊！我就喜欢这样的游戏。。

536: 这个管我什么事啊？？？我有不玩这个，看楼主这么辛苦顶一下了呵呵

537: 应该关注一下这个这个贴，真是好营销平台。

538: 帖子很给力！这样的东西好用哦。

539: 很赞啊！我喜欢这个航海王启航。

540: 哇塞！！！你妹啊！怎么现在才告诉大家！

541: 关注这个航海王启航了！！！哈哈哈。

542: 好像这个不错，航海王启航这个东西怎么用？

543: 哈哈！这个好啊！给力啊！我喜欢啊！赞了。

544: 这个真的有楼主你说的这么好吗？看看，

545: LZ这个是怎么整的？在那啊？我也去看看、

546: 关注了！这样的航海王启航真是让人喜欢！

547: 看样子很给力！这个应该很火的，

548: 楼主的帖子真是给力！我学习了。

549: 好啊！我喜欢航海王启航真是给力！这样的游戏好。

550: 顶顶顶顶~~~这个好啊！我喜欢啊！赞了！我喜欢这个航海王启航。

551: 我喜欢这个航海王启航

552: 留个抓以后常来的！！呵呵！谢谢了。

553: 真的很需要这样东西游戏来给我带了的开心了

554: 顶起啊！！这个航海王启航，真的很给力！我已经在玩了。

555: 真的吗？这个真有这么好？？？这么好的理念。

556: 航海王启航就是给力！这么的游戏，我喜欢。

557: w我靠！！！这个航海王启航牛啊！！我坚决喜欢，

558: 呵呵！楼主说 很对啊！我 了

559: 给力啊！个我怎么才发现啊！谢谢楼主告诉我。

560: 好游戏，这个给力！我看行。

561: 航海王启航这个怎么用啊？楼主！这是做什么？看你说的这么给力。

562: 楼主介绍的这么详细！一个不会错，我要去看看，

563: 楼主好样的！这么好的游戏你也可以发现赞了。

564: 好帖子！真是给力！这个航海王启航真的很赞的。大家去一下了，我已经在玩。

565: 航海王启航真的有这么好玩吗？楼主？？？

566: 关注了！！航海王启航怎么样！！！拭目以待。

567: 好游戏谁不愿意用啊！我去看看，谢了，

568: 这个游戏好啊！真的很给力！我喜欢这个航海王启航

569: 真是经典，这样的帖子，楼主你以后多多发发。

570: 我坚决支持楼主的帖子，我喜欢航海王启航

571: 真是个很不错的航海王启航啊！！我喜欢。

572: 看了，航海王启航真是好啊没玩需要这样的游戏，顶，

573: 路过进来看看！！好游戏哦，楼主谢谢你拿来和大家一起分享。

574: 楼主的贴在是经典！这么好的帖子

575: 哇塞！！！这个航海王启航我喜欢这么强大，顶起、

576: 航海王启航真是不错！！我喜欢这个赞了。

577: 好帖子！大家一个看看的！真是给力！谢谢了！我喜欢这个航海王启航

578: 真的哟哟这么好玩吗？？？楼主说的？？？看看

579: 晕！！这么好的消息我怎么才知道啊！！！

580: 这么好的事！！应该好好关注一下这个航海王启航！

581: 进来看看！原来是个航海王启航，关注一个。

582: 这个很航海王启航真的有这么好？楼主！你是在那发现的？

583: 很不错帖子！我要加入这个航海王启航啊，呵呵。

584: 好！这个以后一定火，我会继续关注的，

585: 这个航海王启航真的有这么给力！！赶快去看看。

586: 这个航海王启航真是不错，应该去关注一下，赞了

587: 真的有这么好？我也去看看航海王启航！呵呵

588: 航海王启航这个不错啊，我看行，我也去看看，呵呵。

589: 那航海王启航还是不错的。

590: 这个新闻我关注了！我喜欢！呵呵。、

591: 什么啊？？？楼主说的是那个啊？？？

592: 这个推荐给力！！真很给力！！！赞了。

593: 我看楼主说的这个以后一定火，关注了

594: 楼主！你是那人？怎么知道这个好游戏的？

595: 游戏？？那么多，我看这个航海王启航好啊！赞了！

596: 楼主说的！我看了这个我正的有点hold不住了啊！！！呵呵

597: 我喜欢啊！这样的航海王启航给力。

598: 关注了！这样的游戏应该关注一下！！呵呵！

599: 唉！！！关注了这些明星啊？？？还是楼主说的这个活动我看靠谱。

600: 就是给力！这样的帖子！一个顶的！我喜欢赞了。

601: 真的很感谢楼主的帖子！去玩这个游戏了

602: 好消息啊这个！看了楼主的帖子真是给力啊！我喜欢这个航海王启航。

603: 给力啊！这个帖子我关注了真是不错游戏啊！学习一下啊。

604: 给力！这个这么给力！我也给力一下啊！

605: 这个是真的吗？？楼主！

606: 关注了！楼主说真是给力啊！这个航海王启航就是好，

607: 留个抓！！便于观看！谢了以后继续发。呵呵。

608: 我一定要把握这个机会啊！！！我看行，

609: 这个好啊！楼主你是怎么发现的？？

610: 关注很不错航海王启航啊！顶起了！

611: 顶起啊！！我就是在这个航海王启航玩的人啊！！谢谢楼主了！

612: 很不错啊！航海王启航我喜欢这个游戏！顶起，

613: 很不错错的帖子啊！！我去这个航海王启航看看！！谢谢了

614: 飘过！这样好的航海王启航应该让更多人知道，顶起。

615: 顶了！这样的贴我必须顶啊！！我就喜欢这样的航海王启航！

616: 谢谢楼主告诉我这样的好消息赞你了。

617: 真是一个吸睛利器啊！我喜欢！去这个航海王启航看看。

618: 我是路过进来看看！真是给力!我就喜欢这样的航海王启航。

619: 顶起啊！让大家看看这个航海王启航

620: 我喜欢这个游戏啊？这个航海王启航给力，去关注来

621: 这个帖子真是不错！关注了给力，我要去这个航海王启航

622: 谢了！楼主！去这个航海王启航看看。

623: 我想去看看！玩玩这个游戏

624: 我喜欢！去看看！我喜欢这个航海王启航啊。

625: 哇塞！！看上去不错啊！很好玩啊！值得我去关注的航海王启航。

626: 真是不错！我喜欢这个航海王启航！给力！楼主谢谢你告诉我这个好消息。

627: 我有好几个朋友都在用这个航海王启航，我看行。

628: 哇塞！！！很不错的帖子我看值得我关注，谢谢了。

629: 楼主介绍的这个航海王启航我看不错。去下载玩了。

630: 真是不错没这么给力今年航海王启航我就玩这个了。

631: 这样的航海王启航我看行，我喜欢，谢谢楼主的消息。

632: 关注了！！这个航海王启航

633: 把这个好消息和大家分享了，谢了楼主。

634: 真是不错的消息，
我要把这个好消息告诉我的小伙伴去，

635: 真是的！！我怎么才知道还有这么好的航海王启航，

636: 真的有楼主说这么好吗？？应该去看看航海王启航。

637: 看大家说这么这个航海王启航真的不错。

638: 谢谢楼主告诉我这个消息。

639: 路过进来看看，真是不错的游戏。，。。。。。。我喜欢这样的航海王启航

640: 看了标题进来看看，，，，

641: 这样的帖子！！我怎么不顶啊！！！！我是老玩家

642: 看了楼主的帖子！！我才知道什么叫游戏，，

643: 我要把这个好消息，告诉我的朋友。

644: 我看行这个地方真是不错！！！玩了啊！！！
