1: 我发现这游戏有漏洞，可以刷车和钻石还有币，我都刷了不少，车全刷完了。
520: PVP再加点即时对战的就好了吧，不过可能这是单机游戏不太好弄

521: 5-10关闪退请快修复啊.我可没少投资该游戏

522: 别玩了呗，那么多游戏不玩，玩这个东东

523: 5-10关什么时候搞好，这么多天了，卡在这了，希望给个明确答复？

524: 我有全部的赛车 全部的领航员  全部满级

525: 希望继续出新章     才10章有点坑  赛车也出几辆新的  速度快点的车

526: 抢沙发

527: 一场赛复活花6元 在交易成功时 游戏退出了  坑爹啊

528: 无辜删档，骗钱的游戏！！

529: 哎这游戏不知道可以？玩过在说吧！？？？

530: 我最喜欢anglea啦~~~~哈哈哈

531: 游戏真不错，怎么领取礼包呀

532: 啊啊哈哈 好玩呀

533: 能玩很久的好玩的赛车手游

534: 奔跑起来吧 车神

535: 一直在玩，虽然花了些钱，但玩起来还是很不错，很喜欢

536: 土豪玩的游戏 我买了最好的车

537: 本来就喜欢竞技类的游戏，玩的也比较多，这款游戏紧追潮流，人物画面都不错，喜欢，大爱

538: 人物画面都不错，喜欢，大爱

539: 爱车神爱生活哈哈

540: 操作还真比较简单啊

541: 还不错 很喜欢 不像别的玩局就要钱

542: 游戏内那个活动，使使劲弄个话费卡吧 哈哈

543: 超哥那个形象比真人有过之而无不及啊

544: 错、挺好、就是跑的时候车和跑道有点偏、车不在跑道中间、感觉别扭、跑不好

545: 要是有韩版人员出来一起比拼就好了

546: 决战首尔玩法不错呀 还有济州岛呢

547: 我是车神大版本更新了呀，还不错。和跑男的结合啥的还不错呢。。。。

548: 哈哈哈哈 刚下了 不错 王宝强好玩！！游戏不错

549: 对这个游戏期待很高啊！

550: 好评，跑的太过瘾了

551: 还没下呢，很喜欢奔跑吧兄弟，赏个五星

552: 最近和哥们联系过密，多半因为车神啊

553: 传奇的惊世之作！

554: 说好的李晨呢

555: 每晚奋战的后半夜，难以入眠啊

556: 最喜欢我玩有意思的赛车游戏了，和名厂大作比乐趣也还不算低呢。

557: 果然没有让我失望

558: 好应用，力荐力荐！

559: 买了大黄蜂后速度快了

560: 不玩我是车神，你就out了。

561: 我想要决战首尔的奖品

562: baby是我女神！

563: 周三兑换的奖励是什么垃圾啊！神车钥匙有鸡巴用啊？我每天玩只想赚金币钻石，好车花钱就买了，用你给垃圾的什么卡啊！没兴趣玩了。果断卸载！！！

564: 首尔之战不如以前了，变得没有挑战性。现在只玩对战了

565: 5-10关卡闪退修复好了么

566: 5-10关闪退修复好了没？

567: 尼玛，，垃圾游戏，首尔之战里的垃圾车比我充钱买的车还快，过了5级就玩不下去了，，不是土豪不准备冲个几百块的还是不要玩了，你进去不小心点下就会发短信出去把话费扣了，，垃圾垃圾

568: 垃圾游戏，到第4关就要钱通关了，亏我还买了，红色跑车和矿车，花钱买世间通关到5就打不开了 ，尼玛的 真想一颗心都不给

569: 尼玛的，刚买了两辆好车，就打不开了！ 尼玛的坑我呢

570: 太好了，我终于可以玩了

571: 秋名山无压力啊！

572: 还能切换视角 大家试一试

573: 在家开跑车，能和手感配合一下就更棒了！

574: 我的红色传奇就是牛逼！

575: 上次的奖品到了哦！！！

576: 我第一次玩这个游戏就第一名 不错不错 游戏开始还有警车为我开道

577: 加点搞笑元素就好了

578: 明儿聚会让大家一起比赛玩，为了奖品啊

579: 热衷赛车游戏。这游戏有点粗糙，还不够细腻，希望更进步。

580: 欧巴们在游戏里是不是也好玩呢

581: 车神新版的呀，更新过了玩了还不错呢

582: 加速的效果真的是炫酷啊

583: 还可以就是车太贵了

584: 女朋友竟然比我还入迷

585: 这次又来了！

586: 宝哥的声音依然那么有喜感！

587: 宝强那个形象还是挺逗的呀

588: 居然有一次做梦也跑了好几轮

589: 为什么老是闪退啊？但我还是挺

590: 喜欢跑男的。五颗星！

591: 跑起来根本停不下来！！

592: 活动刷起来

593: 变形金刚还能变身呢！太赞了！

594: 哈哈哈，决战首尔，各种一片大树，一片小人

595: 玩起来不错…比其他跑车游戏有新意！

596: 哦 perfect 第一次下载综艺节目的游戏^_^

597: 游戏中能看到我偶像啦！

598: 小米3跑得还行，就是我手机里软件有点多。

599: 想要去那个韩国游

600: 跑男第二季归来哦！！希望能中大奖

601: 奔跑吧兄弟第二季开播我也来玩玩

602: 看到广告来的 希望好玩 支持

603: 广告排的不错啊 希望游戏也特别好玩！

604: 和2.3.0的破解版没啥区别，排行榜都是共用的，我为了支持正版充了30块，但是破解版的全部升到顶级了，一样能上排行榜，希望解决版权问题。

605: 一般吧玩久了就这样，喜欢玩这个的小伙伴可以去搜"捉鬼达人"，才出的好玩,动作带感,玩法有趣

606: 总是在5-10通关后闪退，没有维护的吗？我可是花钱在玩这游戏，如果5-10闪退不解决，我将去消费者协会投诉你们公司！

607: 居然还有农用三轮车！哈哈哈

608: 还不错，尤其是漂移的画面感很棒。

609: 挺不錯的，操縱性有待提高，不是太流暢。

610: 竞速类终于遇见精品了 深的我心嗯嗯

611: 我喜欢跑车，只要是跑车就行！

612: 暗夜路霸各种撞不犹豫！！

613: 车也很霸气。都全部通过了 。希望更新快点。真心觉得好玩。

614: 这个游戏很好玩 关卡很多。人物好看

615: 为了男神女神！！！

616: 节目好看 游戏好玩

617: 好游戏，期待下一版本

618: 超哥给力啊

619: 跑男版赛车游戏！不错哦！

620: 真的很好玩思密达

621: 昨晚邓超好好玩啊哈哈 来玩玩游戏看看

622: 节目里都推荐了，肯定不错的！

623: 上次玩车神得了个模型，这次要拿点实用的走吧！

624: 超哥是我的偶像，才下

625: 有济州岛活动呢！拼了老命了！

626: 周末打发无聊时间真心不错的呢，赞一个。

627: 我喜欢李晨！

628: 爱跑男

629: 不错，值得一玩～

630: baby我爱你

631: 我想要豪车

632: 现在已经爱不释手了

633: 好玩，32个赞！

634: 兄弟们加油啊！

635: 不错啊

636: 决战首尔非常不错啊

637: 期待跑男们啊！

638: 游戏画面很好 打击感也很强烈 剧情也好看

639: 下载中，希望好玩

640: 好车全买了，，变形的也全买了

641: 为了奖品啊！

642: 这次车神更了个大版本哦~感觉和跑男结合应该会不错

643: 男票最喜欢玩了

644: 里面的赛车都好棒啊

645: 你们都说好玩，助那我给个五星吧

646: 好玩！希望还有第二部。

647: 玩法好有特色啊

648: 撕名牌，100个，这得撕多久啊

649: 现在已经忽略了手机里的其他游戏

650: 话说汽车人有擎天柱就更棒了

651: 只为baby而来

652: 要对战

653: 不错啊，游戏很全面，内容挺丰富的，支持，

654: 什么时候对战才开启啊

655: 我喜欢baby！

656: 我家BABY的声音啊，有点伤不起啊

657: 名牌我来了！！

658: 500元充值卡已经收到感谢！

659: 我跑了半天，各种赢也烦啊

660: 宝哥画的好帅 哈哈哈

661: 韩国对战那个是真人的吗？

662: 我秋名山也无压力

663: 跑男们开赛车

664: 嘿嘿 还是一样好玩的了 ，顶一个嘛

665: 我是车神原来的名字不错啊 这个有点略长

666: 要是有兰度是不是就更好了

667: 一般一般，世界第三！

668: 画面简直非常炫酷啊

669: 决战首尔我排前200了

670: 我觉得道具不错啊，游戏的可玩性也挺好的

671: 神啊，一定五星

672: 震动感觉不错

673: 游戏挺好的，画面很棒，人物也很真

674: 好应用，力荐力荐！好

675: 为了跑男们顶起来！

676: 我都玩全关了有没有弟二部

677: 感情还是不错的，就是单机玩几天过关完就无聊了。

678: 那些说卡的 是你的手机不中用我们怎么不卡哈哈哈

679: 奔跑吧大兄弟，游戏效果不错，操作简单

680: 身边的都人都在玩，我也下载一个试试

681: 玩起来感觉不错，游戏道具其实很多，车辆的显示很漂亮，可以购买的东西很多，其中还不时举行争霸赛活动，很刺激，游戏里车辆引擎的轰鸣声，让你有真正驾驶赛车狂飙的冲动，不过，屌丝买高档赛车，呵呵(^_^)，我也就想想而已！！

682: 我为车神代言

683: 跑车能再高端点就好了

684: 无压力各种第一~

685: 哈哈啊哈！～好玩！

686: 每天玩玩车神还是挺刺激的，难度再增加点就好了

687: pvp应该是异步对战吧

688: 和节目结合的挺好的，期待更多新车

689: 节目里的明星要是能宣传下是不是更好了

690: 节目里的明星要是能宣传下是不是更好了

691: 看到广告过来的，玩着还挺不错的呢

692: 跑男归来了！！！上次中了个话费卡 真不错

693: 为什么总闪退

694: 很喜欢

695: 有没有人管，关卡5--10打通关然后闪退，没活人维护吗？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？。？？？？？？？？？？？？？？？？

696: 室友既玩游戏还用pp语音泡妞，就数他日子过得最有滋有润了。

697: 都别玩了，他娘亲的，花钱买车，到了5-10关卡，一过关就来闪退，我去

698: 5-10闯过了为嘛老闪退   有木有人处理一下   急需解决啊

699: 过关了还闪退，怎么闯关，艹

700: 为什么5-10老是闪退，有人维护吗，花了四百多买车，后悔了！

701: 老闪退，很假，狠狠狠狠狠狠

702: 太坑爹了

703: 不错
.......

704: 好恶心，投资了几十块钱今天起来就清零了所有的的东西都没了

705: 闪退１００次

706: 我所有的关卡都过去了

707: 这游戏也太恶心了吧-_-|||

708: 哈哈哈哈，很好玩

709: 好玩，超赞，不过就是车太贵。。。有些关太难过了！

710: 买的车没了，什么情况，不带这么坑钱的吧

711: 还行，游戏画质不错，就是买车太贵了，买不起，到2-9过不去了

712: 我家山退进不去

713: 怎么又连不上网了

714: 垃圾垃圾，PVP总在维护，去死吧

715: 什么垃圾游戏啊，每次完成5-10关就闪退出来了，重新进去又要重过！这不是骗子公司吗？

716: 好玩，那些说不好玩的都是逗逼

717: 根本不能玩，教程说完就闪退了。还能不能愉快的玩耍了？

718: 这个游戏360也有责任   垃圾游戏    坑爹啊！！！！！！

719: 第五关进不去   进入了就闪退   这是什么问题啊？

720: 客服，你能解决下游戏吗，第六关根本就开不开，你闹哪样啊？

721: 用          网            吗，

722: 一车  想

723: 骗人游戏啊，我原来买了跑车，几个月没玩，现在车都没了，问客服也不理，没人回复

724: 第六关解不开了，能说说是为什么吗？

725: 还可以了，最近一直玩款免费的烈焰飞机，特别的好玩~~

726: 5——10老是闪退 求解

727: 老闪退，什么破游戏，鄙视

728: 好玩儿！不错

729: 绿色蕊片在哪里有？？？？？？？？？？？？？？？？？

730: 进不去

731: 5-10玩完后就闪退，什么游戏？

732: 刚发现了款免费的毁灭战机，还有作弊模式太好玩了

733: 打不开，骗流量

734: 终结跑车2。。。很刺激

735: 为毛我进不去

736: 上星期五回家，到今天登陆，一看里面几十万金币没有了。

737: 用找乐玩最给力 有道具不花钱。

738: 小伙伴们发现了款新出的毁灭战机，居然自带作弊模式，还是免费的太好玩了.....

739: 终结跑车2.这款也很给力。

740: 就是把人物改了一下，剩余的都没变，还更坑，坑钱游戏，我还扫除了病毒，建议大家别下，坑钱，整天就叫你要付钱，不付钱连第3关都过不去

741: 太好了

742: 请问一下5-10还有闪退影响吗？

743: 黄金车神宝箱开出个变形大黄蜂  完事没给我  真是醉啦  不舍的就别打广告  恶心

744: 我的漂移满级，超哥满级所有的车，我都有所有的人，我也都有

745: 游戏还不错 就是容易点错扣钱 希望多一个提示 还有不要随便弹买车的广告，这点有点烦啊 望修改！

746: 烂游戏，坑钱的玩意，草

747: 真的太好玩了

748: 还可以了，今天和朋友玩了款免费的焚天 战机，太好玩了...

749: 建议大家别玩

750: 放屁

751: 怎么打不开了，骗人的游戏

752: 玩了一会就不能玩了，他妈的

753: 5-10过关之后闪退，有意思吗，白花钱了

754: 怎么打不开了

755: 不好玩。

756: 不好玩....

757: 5-10闪退怎么回事儿啊

758: 2B游戏。

759: 还以为是我手机烂，结果一看评论，貌似还挺普遍的问题，为啥现在打不开了，我买了那么多车呢！好不容易玩通关！
